id,brand_id,name,released_at,body,os,storage,display_size,display_resolution,camera_pixels,video_pixels,ram,chipset,battery_size,battery_type,created_at,updated_at
3799,4,Samsung E2652 Champ Duos,"Released 2011, February","88g, 13mm thickness",Feature phone,"50MB storage, microSDHC slot","2.6""",240x320 pixels,1.3 MP         ,144p,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 14:27:03,8/9/2021 14:27:03
3804,4,Samsung Galaxy Pro B7510,"Released 2011, April","103.4g, 10.7mm thickness",Android 2.2.2,"270MB RAM storage, microSDHC slot","2.8""",320x240 pixels,3 MP         ,240p,270 MB RAM ,,1350 mAh ,Li-Ion,8/9/2021 14:27:11,8/9/2021 14:27:11
3832,4,Samsung M260 Factor,"Released 2011, March","91g, 18mm thickness",Feature phone,"128MB RAM storage, no card slot","2.0""",128x160 pixels,0.3 MP         ,Video recorder,128 MB RAM ,,800 mAh ,Li-Ion,9/9/2021 06:21:39,9/9/2021 06:21:39
3833,4,Samsung Galaxy Pop i559,"Released 2011, April","106.6, 12.1mm thickness",Android 2.2,"164MB storage, microSDHC slot","3.14""",240x320 pixels,3 MP         ,Video recorder,&nbsp; ,,1200 mAh ,Li-Ion,9/9/2021 06:21:42,9/9/2021 06:21:42
3837,4,Samsung Galaxy mini 2 S6500,"Released 2012, March","105.3g, 11.6mm thickness",Android 2.3.6,"4GB 512MB RAM storage, microSDHC slot","3.27""",320x480 pixels,3 MP         ,480p,512 MB RAM ,Snapdragon S1,1300 mAh ,Li-Ion,9/9/2021 06:21:51,9/9/2021 06:21:51
3838,4,Samsung Google Nexus S 4G,"Released 2011, May 08","131g, 10.9mm thickness",Android 2.3,"16GB storage, no card slot","4.0""",480x800 pixels,5 MP         ,480p,512 MB RAM ,Hummingbird,1500 mAh ,Li-Ion,9/9/2021 06:21:55,9/9/2021 06:21:55
3845,4,Samsung Galaxy Tab 8.9 P7300,"Released 2011, October","453g, 8.6mm thickness","Android 3.0, TouchWiz UX UI","16GB/32GB/64GB storage, no card slot","8.9""",800x1280 pixels,3 MP         ,720p,1 GB RAM ,Nvidia Tegra 2 T20,6000 mAh ,Li-Po,9/9/2021 06:22:11,9/9/2021 06:22:11
3846,4,Samsung P7500 Galaxy Tab 10.1 3G,"Released 2011, June","565g, 8.6mm thickness","Android 3.1, TouchWiz UI","16GB/32GB/64GB storage, no card slot","10.1""",800x1280 pixels,3 MP         ,720p,1 GB RAM ,Nvidia Tegra 2 T20,7000 mAh ,Li-Po,9/9/2021 06:22:13,9/9/2021 06:22:13
3847,4,Samsung Galaxy Tab 8.9 P7310,"Released 2011, May","447.9g, 8.6mm thickness","Android 3.0, up to 3.1","16GB/32GB/64GB storage, no card slot","8.9""",800x1280 pixels,3 MP         ,720p,1 GB RAM ,Nvidia Tegra 2 T20,6000 mAh ,Li-Po,9/9/2021 06:22:16,9/9/2021 06:22:16
3848,4,Samsung Galaxy Tab 10.1 P7510,"Released 2011, July","560g, 8.6mm thickness","Android 3.0, up to 4.0, TouchWiz UX UI","16GB/32GB/64GB storage, no card slot","10.1""",800x1280 pixels,3 MP         ,720p,1 GB RAM ,Nvidia Tegra 2 T20,7000 mAh ,Li-Po,9/9/2021 06:22:18,9/9/2021 06:22:18
3858,4,Samsung E2230,"Released 2011, Q2","79g, 14.9mm thickness",Feature phone,"4MB storage, microSDHC slot","1.8""",128x160 pixels,0.3 MP         ,96p,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 06:22:43,9/9/2021 06:22:43
3862,4,Samsung I9001 Galaxy S Plus,"Released 2011, July","119g, 9.9mm thickness","Android 2.3, TouchWiz UI 3","8GB/16GB storage, microSDHC","4.0""",480x800 pixels,5 MP         ,720p,512 MB RAM ,Snapdragon S2,1650 mAh ,Li-Ion,9/9/2021 06:22:52,9/9/2021 06:22:52
3864,4,Samsung Google Nexus S I9023,"Released 2011, April","129g, 10.9mm thickness","Android 2.3, up to 4.1.1","16GB storage, no card slot","4.0""",480x800 pixels,5 MP         ,480p,&nbsp; ,Hummingbird,1500 mAh ,Li-Ion,9/9/2021 06:22:59,9/9/2021 06:22:59
3867,4,Samsung M220L Galaxy Neo,"Released 2011, Q2","121.8g, 12.1mm thickness",Android 2.2,"4GB 512MB RAM storage, microSDHC slot","3.5""",480x800 pixels,3 MP         ,Video recorder,512 MB RAM ,,1500 mAh ,Li-Ion,9/9/2021 06:23:10,9/9/2021 06:23:10
3870,4,Samsung Galaxy Prevail,"Released 2011, April","108g, 12mm thickness",Android 2.2,"117MB storage, microSDHC slot","3.2""",320x480 pixels,2 MP         ,240p,&nbsp; ,MSM7627-3,1500 mAh ,Li-Ion,9/9/2021 06:23:17,9/9/2021 06:23:17
3873,4,Samsung P1010 Galaxy Tab Wi-Fi,"Released 2011, March","380g, 12mm thickness","Android 2.2, up to 2.3","16GB storage, microSDHC","7.0""",600x1024 pixels,3 MP         ,480p,592 MB RAM ,TI OMAP 3630,4000 mAh ,Li-Po,9/9/2021 06:23:24,9/9/2021 06:23:24
3874,4,Samsung Google Nexus S I9020A,"Released 2011, April","129g, 10.9mm thickness",Android 2.3,"16GB storage, no card slot","4.0""",480x800 pixels,5 MP         ,480p,512 MB RAM ,Hummingbird,1500 mAh ,Li-Ion,9/9/2021 06:23:28,9/9/2021 06:23:28
3875,4,Samsung C6712 Star II DUOS,"Released 2011, May","100g, 12.2mm thickness",Feature phone,"30MB storage, microSDHC slot","3.2""",240x400 pixels,3 MP         ,240p,&nbsp; ,,1200 mAh ,Li-Ion,9/9/2021 06:23:33,9/9/2021 06:23:33
3881,4,Samsung M580 Replenish,"Released 2011, May 08","116g, 11mm thickness","Android 2.2, up to 2.3","512MB 256MB RAM storage, microSDHC slot","2.8""",240x320 pixels,2 MP         ,Video recorder,256 MB RAM ,MSM7627-2,1160 mAh ,Li-Ion,9/9/2021 06:23:51,9/9/2021 06:23:51
3882,4,Samsung T369,"Released 2010, July","112g, 15mm thickness",Feature phone,"50MB storage, microSDHC slot","2.5""",240x320 pixels,1.3 MP         ,144p,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 06:23:53,9/9/2021 06:23:53
3893,4,Samsung E1182,"Released 2011, October","68g, 13.9mm thickness",Feature phone,No card slot,"1.52""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 06:24:21,9/9/2021 06:24:21
3894,4,Samsung E2232,"Released 2011, Q2","79g, 14.9mm thickness",Feature phone,"20MB storage, microSDHC slot","1.77""",128x160 pixels,0.3 MP         ,96p,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 06:24:23,9/9/2021 06:24:23
3895,4,Samsung C3322,"Released 2011, April","89g, 13.9mm thickness",Feature phone,"45MB storage, microSDHC slot","2.2""",240x320 pixels,2 MP         ,144p,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 06:24:25,9/9/2021 06:24:25
3910,4,Samsung Galaxy S II Epic 4G Touch,"Released 2011, September","130g, 10mm thickness",Android 2.3.4,"16GB storage, microSDHC","4.52""",480x800 pixels,8 MP         ,1080p,1 GB RAM ,Exynos 4210 Dual,1800 mAh ,Li-Ion,9/9/2021 06:25:04,9/9/2021 06:25:04
3921,4,Samsung I9103 Galaxy R,"Released 2011, August","135g, 9.5mm thickness","Android 2.3.3, up to 4.0","8GB storage, microSDHC","4.2""",480x800 pixels,5 MP         ,720p,1 GB RAM ,Nvidia Tegra 2 AP20H,1650 mAh ,Li-Ion,9/9/2021 06:25:31,9/9/2021 06:25:31
3922,4,Samsung Exhibit 4G,"Released 2011, June","125g, 13mm thickness",Android 2.3,"1GB 512MB RAM storage, microSDHC slot","3.5""",480x800 pixels,3 MP         ,480p,512 MB RAM ,Hummingbird,1500 mAh ,Li-Ion,9/9/2021 06:25:36,9/9/2021 06:25:36
3923,4,Samsung Gravity SMART,"Released 2011, June 22","130g, 14mm thickness",Android 2.2,"150MB 270MB RAM storage, microSDHC slot","3.2""",320x480 pixels,3 MP         ,240p,270 MB RAM ,,1500 mAh ,Li-Ion,9/9/2021 06:25:38,9/9/2021 06:25:38
3940,4,Samsung DuosTV I6712,Released 2011,"102g, 12mm thickness",Feature phone,"20MB storage, microSDHC slot","3.2""",240x400 pixels,3 MP         ,240p,&nbsp; ,,1200 mAh ,Li-Ion,9/9/2021 06:26:24,9/9/2021 06:26:24
3945,4,Samsung Trender,"Released 2011, June","113g, 15mm thickness",Feature phone,microSDHC slot,"2.8""",240x320 pixels,1.3 MP         ,,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 06:26:35,9/9/2021 06:26:35
3946,4,Samsung R260 Chrono,"Released 2011, June","89g, 17mm thickness",Feature phone,No card slot,"2.0""",240x320 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,9/9/2021 06:26:37,9/9/2021 06:26:37
3947,4,Samsung Ch@t 222,"Released 2011, August","90g, 11.9mm thickness",Feature phone,"43MB storage, microSDHC slot","2.2""",220x176 pixels,0.3 MP         ,144p,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 06:26:40,9/9/2021 06:26:40
3980,4,Samsung Conquer 4G,"Released 2011, August","116g, 11.7mm thickness",Android 2.3.4,"1GB 512MB RAM storage, microSDHC slot","3.5""",320x480 pixels,3 MP         ,Video recorder,&nbsp; ,MSM8665,1500 mAh ,Li-Ion,9/9/2021 12:50:19,9/9/2021 12:50:19
3984,4,Samsung E3213 Hero,Released 2011,"80.6g, 13.2mm thickness",Feature phone,"36MB storage, microSDHC slot","2.0""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,9/9/2021 12:50:31,9/9/2021 12:50:31
3988,4,Samsung E1190,"Released 2011, July","71g, 18.9mm thickness",Feature phone,No card slot,"1.43""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,9/9/2021 12:50:41,9/9/2021 12:50:41
3993,4,Samsung R380 Freeform III,"Released 2011, July","92g, 11mm thickness",Feature phone,"100MB storage, microSDHC slot","2.4""",480x320 pixels,1.3 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 12:50:53,9/9/2021 12:50:53
4008,4,Samsung Wave M S7250,"Released 2011, December","121g, 12.2mm thickness",bada 2.0,"150MB storage, microSDHC slot","3.65""",320x480 pixels,5 MP         ,320p,&nbsp; ,,1350 mAh ,Li-Ion,9/9/2021 12:51:29,9/9/2021 12:51:29
4009,4,Samsung Dart T499,"Released 2011, June","108g, 13mm thickness",Android 2.2,microSDHC slot,"3.14""",240x320 pixels,3 MP         ,240p,&nbsp; ,,1200 mAh ,Li-Ion,9/9/2021 12:51:34,9/9/2021 12:51:34
4010,4,Samsung C414,"Released 2011, July","89.4g, 16.9mm thickness",Feature phone,"120MB storage, microSDHC slot","2.2""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,Li-Ion,9/9/2021 12:51:36,9/9/2021 12:51:36
4012,4,Samsung R640 Character,"Released 2011, July","120g, 15mm thickness",Feature phone,microSDHC slot,"2.8""",240x320 pixels,1.3 MP         ,,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 12:51:41,9/9/2021 12:51:41
4013,4,Samsung Galaxy S II 4G I9100M,"Released 2011, July","116g, 8.5mm thickness",Android 2.3,"16GB storage, microSDHC","4.3""",480x800 pixels,8 MP         ,1080p,1 GB RAM ,Exynos 4210 Dual,1700 mAh ,Li-Ion,9/9/2021 12:51:44,9/9/2021 12:51:44
4023,4,Samsung Galaxy Tab 10.1 LTE I905,"Released 2011, July","565g, 8.6mm thickness",Android 3.1,"16GB/32GB storage, no card slot","10.1""",800x1280 pixels,3 MP         ,720p,1 GB RAM ,Nvidia Tegra 2 T20,6800 mAh ,Li-Po,9/9/2021 12:52:12,9/9/2021 12:52:12
4025,4,Samsung i927 Captivate Glide,"Released 2011, November","147g, 13mm thickness","Android 2.3, up to 4.0","8GB storage, microSDHC","4.0""",480x800 pixels,8 MP         ,720p,1 GB RAM ,Nvidia Tegra 2 AP20H,1650 mAh ,Li-Ion,9/9/2021 12:52:17,9/9/2021 12:52:17
4041,4,Samsung C3750,"Released 2010, November","89g, 15.4mm thickness",Feature phone,"37MB storage, microSDHC slot","2.4""",240x320 pixels,3 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,9/9/2021 12:53:01,9/9/2021 12:53:01
4045,4,Samsung S5690 Galaxy Xcover,"Released 2011, October","100g, 12mm thickness",Android 2.3,"150MB 512MB RAM storage, microSDHC slot","3.65""",320x480 pixels,3 MP         ,480p,512 MB RAM ,,1500 mAh ,Li-Ion,9/9/2021 12:53:10,9/9/2021 12:53:10
4047,4,Samsung C3560,"Released 2011, Q3","84g, 16.6mm thickness",Feature phone,"50MB storage, microSDHC slot","2.2""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,9/9/2021 12:53:15,9/9/2021 12:53:15
4050,4,Samsung Ch@t 527,"Released 2011, September","96g, 12mm thickness",Feature phone,"80MB storage, microSDHC slot","2.4""",320x240 pixels,2 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 12:53:22,9/9/2021 12:53:22
4054,4,Samsung S3770,"Released 2011, September","80g, 13mm thickness",Feature phone,"100MB storage, microSDHC slot","2.8""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 12:53:32,9/9/2021 12:53:32
4068,4,Samsung Galaxy W I8150,"Released 2011, October","114.7g, 11.5mm thickness",Android 2.3.5,"2GB 512MB RAM storage, microSDHC slot","3.7""",480x800 pixels,5 MP         ,720p,512 MB RAM ,Snapdragon S2,1500 mAh ,Li-Ion,9/9/2021 12:54:15,9/9/2021 12:54:15
4069,4,Samsung Galaxy M Pro B7800,"Released 2011, November","108.4g, 10mm thickness",Android 2.3,microSDHC slot,"2.66""",480x320 pixels,5 MP         ,Video recorder,&nbsp; ,,1350 mAh ,Li-Ion,9/9/2021 12:54:19,9/9/2021 12:54:19
4070,4,Samsung Galaxy Y Pro B5510,"Released 2011, November","108.6g, 11.5mm thickness",Android 2.3,"160MB storage, microSDHC slot","2.6""",320x240 pixels,3 MP         ,240p,&nbsp; ,,1200 mAh ,Li-Ion,9/9/2021 12:54:22,9/9/2021 12:54:22
4071,4,Samsung Galaxy Y S5360,"Released 2011, October","97.5g, 11.5mm thickness","Android 2.3.5, TouchWiz UI","180MB 290MB RAM storage, microSDHC slot","3.0""",240x320 pixels,2 MP         ,240p,&nbsp; ,,1200 mAh ,Li-Ion,9/9/2021 12:54:27,9/9/2021 12:54:27
4077,4,Samsung Gravity TXT T379,"Released 2011, August","112g, 14mm thickness",Feature phone,"115MB storage, microSDHC slot","2.44""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 12:54:48,9/9/2021 12:54:48
4078,4,Samsung Galaxy S II LTE I9210,"Released 2011, November","132g, 9.4mm thickness","Android 2.3, up to 4.1","16GB storage, microSDHC","4.5""",480x800 pixels,8 MP         ,1080p,1 GB RAM ,Snapdragon S3,1850 mAh ,Li-Ion,9/9/2021 12:54:51,9/9/2021 12:54:51
4079,4,Samsung Galaxy Tab 8.9 LTE I957,"Released 2011, November","455g, 8.6mm thickness",Android 3.2,"16GB/32GB storage, no card slot","8.9""",800x1280 pixels,3 MP         ,720p,1 GB RAM ,,6100 mAh ,Li-Ion,9/9/2021 12:54:53,9/9/2021 12:54:53
4080,4,Samsung S8600 Wave 3,"Released 2011, October","122g, 9.9mm thickness",bada 2.0,"4GB storage, microSDHC slot","4.0""",480x800 pixels,5 MP         ,720p,&nbsp; ,,1500 mAh ,Li-Ion,9/9/2021 12:54:56,9/9/2021 12:54:56
4081,4,Samsung Wave Y S5380,"Released 2011, November","102.4g, 12.3mm thickness",bada 2.0,"150MB storage, microSDHC slot","3.2""",320x480 pixels,2 MP         ,320p,&nbsp; ,,1200 mAh ,Li-Ion,9/9/2021 12:55:00,9/9/2021 12:55:00
4083,4,Samsung Galaxy S II T989,"Released 2011, October","135g, 9.4mm thickness","Android 2.3.5, up to 4.1.2","16GB/32GB storage, microSDHC","4.52""",480x800 pixels,8 MP         ,1080p,1 GB RAM ,Snapdragon S3,1850 mAh ,Li-Ion,9/9/2021 12:55:08,9/9/2021 12:55:08
4084,4,Samsung Galaxy S II I777,"Released 2011, October","121.9g, 8.9mm thickness",Android 2.3.4,"16GB/32GB storage, microSDHC","4.3""",480x800 pixels,8 MP         ,1080p,1 GB RAM ,Exynos 4210 Dual,1650 mAh ,Li-Ion,9/9/2021 12:55:10,9/9/2021 12:55:10
4089,4,Samsung Galaxy Note N7000,"Released 2011, October","178g, 9.7mm thickness","Android 2.3.5, up to 4.1.2, TouchWiz UI 4","16GB/32GB storage, microSDXC","5.3""",800x1280 pixels,8 MP         ,1080p,1 GB RAM ,Exynos 4210 Dual,2500 mAh ,Li-Ion,9/9/2021 12:55:30,9/9/2021 12:55:30
4090,4,Samsung P6800 Galaxy Tab 7.7,"Released 2011, December","340g, 7.9mm thickness","Android 3.2, TouchWiz UX UI","16GB/32GB/64GB storage, microSDHC","7.7""",800x1280 pixels,3 MP         ,720p,1 GB RAM ,Exynos,5100 mAh ,Li-Po,9/9/2021 12:55:35,9/9/2021 12:55:35
4112,4,Samsung Focus S I937,"Released 2011, November","110.6g, 8.5mm thickness",Microsoft Windows Phone 7.5 Mango,"16GB/32GB storage, no card slot","4.3""",480x800 pixels,8 MP         ,720p,512 MB RAM ,,1650 mAh ,Li-Ion,9/9/2021 12:56:30,9/9/2021 12:56:30
4113,4,Samsung Focus Flash I677,"Released 2011, November","116.2g, 11mm thickness",Microsoft Windows Phone 7.5 Mango,"8GB 512MB RAM storage, no card slot","3.7""",480x800 pixels,5 MP         ,720p,512 MB RAM ,,1500 mAh ,Li-Ion,9/9/2021 12:56:32,9/9/2021 12:56:32
4145,4,Samsung S5610,"Released 2011, August","91g, 12.9mm thickness",Feature phone,"108MB storage, microSDHC slot","2.4""",240x320 pixels,5 MP         ,240p,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 12:57:56,9/9/2021 12:57:56
4152,4,Samsung Galaxy S II HD LTE,"Released 2011, December","130.5g, 9.5mm thickness","Android 2.3, up to 4.0, TouchWiz UI 4","16GB storage, microSDHC","4.65""",720x1280 pixels,8 MP         ,1080p,1 GB RAM ,Snapdragon S3,1850 mAh ,Li-Ion,9/9/2021 12:58:18,9/9/2021 12:58:18
4154,4,Samsung Omnia W I8350,"Released 2011, October","115.3g, 10.9mm thickness",Microsoft Windows Phone 7.5 Mango,"8GB storage, no card slot","3.7""",480x800 pixels,5 MP         ,720p,512 MB RAM ,Snapdragon S2,1500 mAh ,Li-Ion,9/9/2021 12:58:23,9/9/2021 12:58:23
4162,4,Samsung P6200 Galaxy Tab 7.0 Plus,"Released 2011, October","345g, 9.9mm thickness","Android 3.2, up to 4.1, TouchWiz UX UI","16GB/32GB storage, microSDXC","7.0""",600x1024 pixels,3 MP         ,720p,1 GB RAM ,Exynos 4210,4000 mAh ,Li-Ion,9/9/2021 12:58:44,9/9/2021 12:58:44
4171,4,Samsung C3330 Champ 2,"Released 2012, April","79.1g, 12.2mm thickness",Feature phone,"20MB storage, microSDHC slot","2.4""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 12:59:08,9/9/2021 12:59:08
4172,4,Samsung C3520,"Released 2011, October","97.3g, 16.8mm thickness",Feature phone,"28MB storage, microSDHC slot","2.4""",240x320 pixels,1.3 MP         ,240p,&nbsp; ,,800 mAh ,Li-Ion,9/9/2021 12:59:11,9/9/2021 12:59:11
4173,4,Samsung Galaxy Nexus I9250,"Released 2011, November","135g, 8.9mm thickness","Android OS 4.0, up to 4.3","16GB storage, no card slot","4.65""",720x1280 pixels,5 MP         ,1080p,1 GB RAM ,TI OMAP 4460,1750 mAh ,Li-Ion,9/9/2021 12:59:13,9/9/2021 12:59:13
4192,4,Samsung I9300 Galaxy S III,"Released 2012, May","133g, 8.6mm thickness","Android 4.0.4, 4.3, TouchWiz UI","16GB/32GB/64GB storage, microSDXC","4.8""",720x1280 pixels,8 MP         ,1080p,1 GB RAM ,Exynos 4412 Quad,2100 mAh ,Li-Ion,9/9/2021 13:00:01,9/9/2021 13:00:01
4193,4,Samsung DoubleTime I857,"Released 2011, November","148g, 15mm thickness",Android 2.2,"260MB 256MB RAM storage, microSDHC slot","3.2""",320x480 pixels,3 MP         ,240p,&nbsp; ,MSM7230,1200 mAh ,Li-Ion,9/9/2021 13:00:05,9/9/2021 13:00:05
4216,4,Samsung I405 Stratosphere,"Released 2011, October","164g, 14mm thickness",Android 2.3,"4GB 512MB RAM storage, microSDHC slot","4.0""",480x800 pixels,5 MP         ,480p,512 MB RAM ,,1800 mAh ,Li-Ion,9/9/2021 13:01:03,9/9/2021 13:01:03
4223,4,Samsung R720 Admire,"Released 2011, September","117g, 12mm thickness",Android 2.3.3,microSDHC slot,"3.5""",320x480 pixels,3 MP         ,Video recorder,&nbsp; ,,1600 mAh ,Li-Ion,9/9/2021 13:01:19,9/9/2021 13:01:19
4224,4,Samsung M930 Transform Ultra,"Released 2011, October","139g, 14mm thickness",Android 2.3,"952MB storage, microSDHC slot","3.5""",320x480 pixels,3 MP         ,480p,128 MB RAM ,Snapdragon S2,1500 mAh ,Li-Ion,9/9/2021 13:01:22,9/9/2021 13:01:22
4225,4,Samsung C3350,"Released 2011, October","110g, 17.9mm thickness",Feature phone,"38MB storage, microSDHC slot","2.2""",240x320 pixels,2 MP         ,144p,&nbsp; ,,1300 mAh ,Li-Ion,9/9/2021 13:01:24,9/9/2021 13:01:24
4228,4,Samsung E1195,"Released 2011, July","71g, 18.9mm thickness",Feature phone,"8MB storage, no card slot","1.43""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,9/9/2021 13:01:34,9/9/2021 13:01:34
4231,4,Samsung Exhibit II 4G T679,"Released 2011, October","116g, 11mm thickness",Android 2.3.5,"1GB 512MB RAM storage, microSDHC slot","3.7""",480x800 pixels,3 MP         ,480p,&nbsp; ,Snapdragon S2,1500 mAh ,Li-Ion,9/9/2021 13:01:43,9/9/2021 13:01:43
4237,4,Samsung Convoy 2,"Released 2011, August","111g, 22mm thickness",Feature phone,"128MB RAM storage, microSDHC slot","2.2""",240x320 pixels,3 MP         ,Video recorder,128 MB RAM ,,1300 mAh ,Li-Ion,9/9/2021 13:02:05,9/9/2021 13:02:05
4238,4,Samsung R730 Transfix,"Released 2011, October","126g, 15mm thickness",Android 2.3,"125MB storage, microSDHC slot","3.2""",320x480 pixels,3 MP         ,Video recorder,&nbsp; ,,1500 mAh ,Li-Ion,9/9/2021 13:02:07,9/9/2021 13:02:07
4255,4,Samsung Galaxy Nexus i515,"Released 2011, November","150g, 9.5mm thickness","Android 4.0, up to 4.2.2","32GB storage, no card slot","4.65""",720x1280 pixels,5 MP         ,1080p,1 GB RAM ,TI OMAP 4460,1850 mAh ,Li-Ion,9/9/2021 13:02:48,9/9/2021 13:02:48
4257,4,Samsung Galaxy S II Skyrocket i727,"Released 2011, November","130.5g, 9.5mm thickness","Android 2.3.5, up to 4.1.2","16GB storage, microSDHC","4.5""",480x800 pixels,8 MP         ,1080p,1 GB RAM ,Snapdragon S3,1850 mAh ,Li-Ion,9/9/2021 13:02:53,9/9/2021 13:02:53
4281,4,Samsung I9100G Galaxy S II,"Released 2011, Q3","116g, 8.5mm thickness","Android 2.3.4, 4.0.4, up to 4.1.2","16GB storage, microSDXC","4.3""",480x800 pixels,8 MP         ,1080p,1 GB RAM ,TI OMAP 4430,1650 mAh ,Li-Ion,9/9/2021 13:03:53,9/9/2021 13:03:53
4290,4,Samsung E1230,"Released 2011, August","73g, 13.9mm thickness",Feature phone,No card slot,"1.8""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,9/9/2021 13:41:00,9/9/2021 13:41:00
4291,4,Samsung E1232B,"Released 2011, October","75g, 13.9mm thickness",Feature phone,microSDHC slot,"1.8""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 13:41:02,9/9/2021 13:41:02
4298,4,Samsung I110 Illusion,"Released 2011, November","120g, 11.7mm thickness",Android 2.3,"2GB 512MB RAM storage, microSDHC slot","3.5""",320x480 pixels,3 MP         ,Video recorder,512 MB RAM ,,1500 mAh ,Li-Ion,9/9/2021 13:41:19,9/9/2021 13:41:19
4304,4,Samsung R680 Repp,"Released 2011, November","105g, 12.2mm thickness",Android 2.3,"2GB storage, microSDHC slot","3.2""",320x480 pixels,3 MP         ,Video recorder,&nbsp; ,,1500 mAh ,Li-Ion,9/9/2021 13:41:33,9/9/2021 13:41:33
4325,4,Samsung Galaxy Y Pro Duos B5512,"Released 2012, January","112.3g, 11.9mm thickness",Android 2.3,"512MB storage, microSDHC slot","2.6""",320x240 pixels,3 MP         ,240p,384 MB RAM ,,1350 mAh ,Li-Ion,9/9/2021 13:42:27,9/9/2021 13:42:27
4328,4,Samsung Galaxy Note I717,"Released 2012, January","178g, 9.7mm thickness","Android 2.3, up to 4.0, TouchWiz UI","16GB storage, microSDHC","5.3""",800x1280 pixels,8 MP         ,1080p,1 GB RAM ,Snapdragon S3,2500 mAh ,Li-Ion,9/9/2021 13:42:37,9/9/2021 13:42:37
4330,4,Samsung Galaxy S II LTE i727R,"Released 2011, November","132g, 9.4mm thickness",Android 2.3,"16GB storage, microSDHC","4.5""",480x800 pixels,8 MP         ,1080p,1 GB RAM ,Snapdragon S3,1850 mAh ,Li-Ion,9/9/2021 13:42:42,9/9/2021 13:42:42
4334,4,Samsung E2600,"Released 2011, December","88.7g, 15.3mm thickness",Feature phone,"40MB storage, microSDHC slot","2.4""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,9/9/2021 13:42:51,9/9/2021 13:42:51
4339,4,Samsung Galaxy Y Duos S6102,"Released 2012, February","109g, 12mm thickness","Android 2.3, TouchWiz UI","512MB storage, microSDHC slot","3.14""",240x320 pixels,3 MP         ,240p,290 MB RAM ,,1300 mAh ,Li-Ion,9/9/2021 13:43:03,9/9/2021 13:43:03
4341,4,Samsung I929 Galaxy S II Duos,"Released 2012, September","138g, 9.7mm thickness",Android 2.3.5,"16GB storage, microSDHC","4.52""",480x800 pixels,8 MP         ,1080p,1 GB RAM ,Snapdragon S3,1800 mAh ,Li-Ion,9/9/2021 13:43:10,9/9/2021 13:43:10
4350,4,Samsung Ch@t 322 Wi-Fi,Released 2011,"95g, 12.3mm thickness",Feature phone,"54MB storage, microSDHC slot","2.2""",220x176 pixels,1.3 MP         ,144p,&nbsp; ,,1000 mAh ,Li-Ion,9/9/2021 13:43:31,9/9/2021 13:43:31
4351,4,Samsung Galaxy Ace Plus S7500,"Released 2012, February","115g, 11.2mm thickness","Android 2.3, up to 4.1, TouchWiz UI","3GB 512MB RAM storage, microSDHC slot","3.65""",320x480 pixels,5 MP         ,480p,512 MB RAM ,Snapdragon S1,1300 mAh ,Li-Ion,9/9/2021 13:43:34,9/9/2021 13:43:34
4355,4,Samsung Galaxy M Style M340S,"Released 2012, September","123.5g, 9.9mm thickness",Android 2.3,"4GB storage, microSDHC slot","4.0""",480x800 pixels,3 MP         ,720p,&nbsp; ,,1650 mAh ,Li-Ion,9/9/2021 13:43:46,9/9/2021 13:43:46
