id,brand_id,name,released_at,body,os,storage,display_size,display_resolution,camera_pixels,video_pixels,ram,chipset,battery_size,battery_type,created_at,updated_at
40,4,Samsung SGH-250,Released 1996,"179g, 25mm thickness",Feature phone,No card slot,&nbsp;,3x12 chars,NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:35:31,7/9/2021 12:35:31
41,4,Samsung SGH-500,Released 1998,"115g with slim battery, 19mm thickness",Feature phone,No card slot,&nbsp;,"78x42 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:35:34,7/9/2021 12:35:34
42,4,Samsung SGH-600,Released 1999,"95g with slim battery, 21mm thickness",Feature phone,No card slot,&nbsp;,"96x32 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:35:36,7/9/2021 12:35:36
43,4,Samsung SGH-800,Released 2000,"104g with slim battery, 23.5mm thickness",Feature phone,No card slot,&nbsp;,"128x64 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:35:39,7/9/2021 12:35:39
44,4,Samsung SGH-810,Released 2000,"104g with slim battery, 23.5mm thickness",Feature phone,No card slot,&nbsp;,"128x64 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:35:41,7/9/2021 12:35:41
45,4,Samsung SGH-2100,Released 1999,"111g with slim battery, 24mm thickness",Feature phone,No card slot,&nbsp;,"115x60 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:35:43,7/9/2021 12:35:43
46,4,Samsung SGH-2200,Released 1999,"111g with slim battery, 22mm thickness",Feature phone,No card slot,&nbsp;,"115x60 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:35:46,7/9/2021 12:35:46
47,4,Samsung SGH-2400,Released 1999,"90g with slim battery, 18.8mm thickness",Feature phone,No card slot,&nbsp;,"115x60 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:35:48,7/9/2021 12:35:48
48,4,Samsung A100,Released 2000,"87g with slim battery, 22.9mm thickness",Feature phone,No card slot,&nbsp;,"115x60 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:35:51,7/9/2021 12:35:51
200,4,Samsung A110,Released 2000,"87g with slim battery, 22.9mm thickness",Feature phone,No card slot,&nbsp;,"115x60 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,7/9/2021 12:42:02,7/9/2021 12:42:02
201,4,Samsung M100,Released 2000,"97g, 19.3mm thickness",Feature phone,"32MB storage, no card slot",&nbsp;,"128x64 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,7/9/2021 12:42:05,7/9/2021 12:42:05
205,4,Samsung N100,Released 2000,"83g with slim battery, 17.5mm thickness",Feature phone,No card slot,&nbsp;,"124x64 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,1300 mAh ,Li-Ion,7/9/2021 12:42:15,7/9/2021 12:42:15
221,4,Samsung Q100,Released 2001,"85g, 18.5mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,NO         ,No video recorder,&nbsp; ,,600 mAh ,Li-Ion,7/9/2021 12:42:54,7/9/2021 12:42:54
250,4,Samsung A200,Released 2001,"77g with slim battery, 23mm thickness",Feature phone,No card slot,&nbsp;,128x64 pixels,NO         ,No video recorder,&nbsp; ,,600 mAh ,Li-Ion,7/9/2021 12:44:04,7/9/2021 12:44:04
251,4,Samsung A300,Released 2001,"77g with slim battery, 22mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,NO         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,7/9/2021 12:44:06,7/9/2021 12:44:06
252,4,Samsung N300,Released 2001,"85g, 18.5mm thickness",Feature phone,No card slot,&nbsp;,"124x64 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,7/9/2021 12:44:09,7/9/2021 12:44:09
267,4,Samsung A400,"Released 2001, Q4","80g, 20mm thickness",Feature phone,No card slot,&nbsp;,"128x 96 pixels, 6 lines",NO         ,No video recorder,&nbsp; ,,650 mAh ,Li-Ion,7/9/2021 12:44:44,7/9/2021 12:44:44
268,4,Samsung N400,Released 2001,"91g, 18mm thickness",Feature phone,No card slot,&nbsp;,"128x128 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,650 mAh ,Li-Ion,7/9/2021 12:44:47,7/9/2021 12:44:47
280,4,Samsung R200,Released 2001,"99g, 23.5mm thickness",Feature phone,No card slot,&nbsp;,128x64 pixels,NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,7/9/2021 12:45:15,7/9/2021 12:45:15
281,4,Samsung R210,Released 2001,"99g, 23.5mm thickness",Feature phone,No card slot,&nbsp;,128x64 pixels,NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,7/9/2021 12:45:17,7/9/2021 12:45:17
282,4,Samsung R220,Released 2001,"99g, 23.5mm thickness",Feature phone,No card slot,&nbsp;,128x64 pixels,NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,7/9/2021 12:45:20,7/9/2021 12:45:20
283,4,Samsung N105,Released 2001,"83g with slim battery, 17.5mm thickness",Feature phone,No card slot,&nbsp;,"124x64 pixels, 5 lines",NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,7/9/2021 12:45:22,7/9/2021 12:45:22
284,4,Samsung Q105,Released 2001,"85g, 18.5mm thickness",Feature phone,No card slot,&nbsp;,"128x128 pixels, 6 lines",NO         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,7/9/2021 12:45:24,7/9/2021 12:45:24
298,4,Samsung Q200,Released 2002,"90g, 20mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,NO         ,No video recorder,&nbsp; ,,650 mAh ,Li-Ion,7/9/2021 12:45:58,7/9/2021 12:45:58
299,4,Samsung T100,Released 2002,"94g, 22mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 12 lines",NO         ,No video recorder,&nbsp; ,,720 mAh ,Li-Ion,7/9/2021 12:46:00,7/9/2021 12:46:00
300,4,Samsung N620,Released 2002,"83g, 20mm thickness",Feature phone,No card slot,&nbsp;,128x64 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,7/9/2021 12:46:02,7/9/2021 12:46:02
302,4,Samsung A500,Released 2002,"75g, 17mm thickness",Feature phone,No card slot,&nbsp;,128x 128 pixels,NO         ,No video recorder,&nbsp; ,,830 mAh ,Li-Ion,7/9/2021 12:46:08,7/9/2021 12:46:08
303,4,Samsung Q300,Released 2002,"89g, 23mm thickness",Feature phone,No card slot,&nbsp;,"16 lines, 128x128 pixels",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,7/9/2021 12:46:10,7/9/2021 12:46:10
304,4,Samsung S100,Released 2002,"92g, 23mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,7/9/2021 12:46:12,7/9/2021 12:46:12
305,4,Samsung V100,Released 2002,"97g, 23mm thickness",Feature phone,No card slot,&nbsp;,176x220 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,7/9/2021 12:46:15,7/9/2021 12:46:15
319,4,Samsung N500,Released 2002,"95g, 23mm thickness",Feature phone,No card slot,&nbsp;,128x64 pixels,NO         ,No video recorder,&nbsp; ,,1000 mAh ,Li-Ion,7/9/2021 12:46:48,7/9/2021 12:46:48
337,4,Samsung A800,"Released 2002, Q4","68g, 22mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,7/9/2021 12:47:31,7/9/2021 12:47:31
364,4,Samsung T400,"Released 2002, Q4","80g, 21mm thickness",Feature phone,No card slot,&nbsp;,128x144 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,7/9/2021 12:48:38,7/9/2021 12:48:38
365,4,Samsung S300,Released 2003,"70g, 20mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,NO         ,No video recorder,&nbsp; ,,570 mAh ,Li-Ion,7/9/2021 12:48:40,7/9/2021 12:48:40
366,4,Samsung T700,Cancelled,"76g, 23mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,NO         ,No video recorder,&nbsp; ,,570 mAh ,Li-Ion,7/9/2021 12:48:42,7/9/2021 12:48:42
367,4,Samsung P400,"Released 2003, Q1","105g, 23mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 7 lines",0.1 MP         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,7/9/2021 12:48:45,7/9/2021 12:48:45
368,4,Samsung T500,"Released 2003, Q1","80g, 23mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,7/9/2021 12:48:47,7/9/2021 12:48:47
369,4,Samsung T200,"Released 2002, Q4","99g / 104g, 23mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 12 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,7/9/2021 12:48:50,7/9/2021 12:48:50
393,4,Samsung S500,Released 2003,"80g, 22mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:09:58,8/9/2021 06:09:58
398,4,Samsung E100,"Released 2003, Q3","80g, 21mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,720 mAh ,Li-Ion,8/9/2021 06:10:09,8/9/2021 06:10:09
403,4,Samsung P705,Cancelled,"130g, 26.4mm thickness",Feature phone,No card slot,&nbsp;,176x220 pixels,NO         ,No video recorder,&nbsp; ,,780 mAh ,Li-Ion,8/9/2021 06:10:20,8/9/2021 06:10:20
408,4,Samsung Z100,Cancelled,"124g, 26mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 7 lines",0.1 MP         ,No video recorder,&nbsp; ,,850 mAh ,Li-Ion,8/9/2021 06:18:39,8/9/2021 06:18:39
424,4,Samsung V200,"Released 2003, Q1","96g, 23mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 7 lines",0.1 MP         ,No video recorder,&nbsp; ,,720 mAh ,Li-Ion,8/9/2021 06:23:24,8/9/2021 06:23:24
425,4,Samsung Watch Phone,Cancelled,"80g, 17mm thickness",Proprietary OS,No card slot,&nbsp;,94x64 pixels,NO         ,No video recorder,&nbsp; ,,400 mAh ,Li-Ion,8/9/2021 06:23:26,8/9/2021 06:23:26
441,4,Samsung E400,"Released 2003, Q2","88g, 23mm thickness",Feature phone,No card slot,&nbsp;,128x144 pixels,NO         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:24:03,8/9/2021 06:24:03
442,4,Samsung X400,"Released 2003, Q2","90g, 20mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 7 lines",NO         ,No video recorder,&nbsp; ,,620 mAh ,Li-Ion,8/9/2021 06:24:05,8/9/2021 06:24:05
443,4,Samsung X410,Cancelled,"90g, 20mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,NO         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:24:07,8/9/2021 06:24:07
444,4,Samsung P500,Cancelled,"93g, 23mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:24:10,8/9/2021 06:24:10
445,4,Samsung D700,Cancelled,"110g, 23mm thickness","Symbian, Series 60 UI","16MB storage, MMC slot",&nbsp;,176x208 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:24:12,8/9/2021 06:24:12
446,4,Samsung i500,Cancelled,"150g, 23mm thickness",Palm 5.2,"32MB RAM storage, MMC slot",&nbsp;,162x176 pixels,0.3 MP         ,Video recorder,32 MB RAM ,,1100 mAh ,Li-Ion,8/9/2021 06:24:14,8/9/2021 06:24:14
447,4,Samsung i700,"Released 2004, March","180g, 16mm thickness",Microsoft Windows PocketPC 2003 Phone edition,"32MB RAM storage, MMC slot",&nbsp;,240x320 pixels,0.3 MP         ,Video recorder,32 MB RAM ,,1100 mAh ,Li-Ion,8/9/2021 06:24:16,8/9/2021 06:24:16
450,4,Samsung C100,"Released 2003, Q2","76g, 17mm thickness",Feature phone,"300 KB storage, no card slot",&nbsp;,"128x128 pixels, 5 lines",NO         ,No video recorder,&nbsp; ,,780 mAh ,Li-Ion,8/9/2021 06:24:23,8/9/2021 06:24:23
461,4,Samsung S200,Released 2003,"75g, 22mm thickness",Feature phone,No card slot,&nbsp;,128x144 pixels,NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,8/9/2021 06:24:49,8/9/2021 06:24:49
463,4,Samsung P100,"Released 2003, Q3","93, 22.5mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,0.1 MP         ,No video recorder,&nbsp; ,,780 mAh ,Li-Ion,8/9/2021 06:24:53,8/9/2021 06:24:53
468,4,Samsung E105,"Released 2003, Q3","81g, 21mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,NO         ,No video recorder,&nbsp; ,,780 mAh ,Li-Ion,8/9/2021 06:25:05,8/9/2021 06:25:05
492,4,Samsung E715,"Released 2003, Q3","85g, 23mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 6 lines",0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:25:59,8/9/2021 06:25:59
496,4,Samsung D100,"Released 2003, Q3","88g, 27mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 7 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:26:08,8/9/2021 06:26:08
500,4,Samsung X100,"Released 2003, Q3","83g, 20mm thickness",Feature phone,No card slot,"1.7""","128x128 pixels, 4 lines",NO         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:26:17,8/9/2021 06:26:17
517,4,Samsung X600,"Released 2003, Q3","80g, 20mm thickness",Feature phone,No card slot,&nbsp;,"128x128 pixels, 4 lines",0.3 MP         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:32:24,8/9/2021 06:32:24
530,4,Samsung D410,"Released 2003, Q4","116g, 24mm thickness",Feature phone,No card slot,"2.1""","176x220 pixels, 8 lines",0.3 MP         ,Video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:32:54,8/9/2021 06:32:54
542,4,Samsung E700,"Released 2003, Q3","85g, 23mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 6 lines",0.3 MP         ,No video recorder,&nbsp; ,,780 mAh ,Li-Ion,8/9/2021 06:33:22,8/9/2021 06:33:22
572,4,Samsung X430,"Released 2003, Q4","73g, 20mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,NO         ,No video recorder,&nbsp; ,,720 mAh ,Li-Ion,8/9/2021 06:34:32,8/9/2021 06:34:32
587,4,Samsung E600,"Released 2003, Q4","85g, 24mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,0.3 MP         ,Video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:35:07,8/9/2021 06:35:07
589,4,Samsung E410,"Released 2004, Q1","80g, 23mm thickness",Feature phone,No card slot,&nbsp;,128x128 pixels,NO         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:35:11,8/9/2021 06:35:11
595,4,Samsung X450,"Released 2003, Q4","79g, 21.1mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 6 lines",NO         ,No video recorder,&nbsp; ,,720 mAh ,Li-Ion,8/9/2021 06:35:25,8/9/2021 06:35:25
623,4,Samsung i505,Cancelled,"147g, 23mm thickness",Palm 5.2.1,"32MB RAM storage, SD slot",&nbsp;,"162x176 pixels (324x352 support), 14 lines",0.3 MP         ,Video recorder,32 MB RAM ,,600 mAh ,Li-Ion,8/9/2021 06:36:31,8/9/2021 06:36:31
655,4,Samsung Z105,"Released 2004, Q1","132g, 26mm thickness",Feature phone,No card slot,&nbsp;,"176x192  pixels, 7 lines",0.3 MP         ,No video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 06:37:46,8/9/2021 06:37:46
667,4,Samsung P510,"Released 2004, Q1","92g, 23.5mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 6 lines",0.3 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 06:38:15,8/9/2021 06:38:15
687,4,Samsung P730,"Released 2004, March","123g, 25mm thickness",Feature phone,"64MB storage, RS-MMC slot",&nbsp;,176x220 pixels,1.2 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:39:04,8/9/2021 06:39:04
689,4,Samsung E800,"Released 2004, March","86g, 23.5mm thickness",Feature phone,"24MB storage, no card slot","1.7""","128x160 pixels, 5 lines",0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:39:09,8/9/2021 06:39:09
695,4,Samsung P710,"Released 2004, March","90g, 22mm thickness",Feature phone,No card slot,&nbsp;,176x220 pixels,0.3 MP         ,No video recorder,&nbsp; ,,780 mAh ,Li-Ion,8/9/2021 06:39:23,8/9/2021 06:39:23
696,4,Samsung E810,"Released 2004, March","86g, 23mm thickness",Feature phone,No card slot,"1.7""","128x160 pixels, 7 lines",0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:39:26,8/9/2021 06:39:26
697,4,Samsung E300,"Released 2004, Q1","85g, 23mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,820 mAh ,Li-Ion,8/9/2021 06:39:28,8/9/2021 06:39:28
698,4,Samsung D710,Cancelled,"110g, 24mm thickness","Symbian 7.0s, Series 60 UI","64MB RAM storage, RS-MMC slot",&nbsp;,208x176 pixels,1 MP         ,No video recorder,64 MB RAM ,TI OMAP 5910,820 mAh ,Li-Ion,8/9/2021 06:39:31,8/9/2021 06:39:31
699,4,Samsung X900,Cancelled,"116g, 24mm thickness",Feature phone,"128MB storage, no card slot",&nbsp;,176x220 pixels,0.3 MP         ,No video recorder,&nbsp; ,,820 mAh ,Li-Ion,8/9/2021 06:39:33,8/9/2021 06:39:33
700,4,Samsung X910,Cancelled,"129g, 24mm thickness",Feature phone,RS-MMC slot,&nbsp;,128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,820 mAh ,Li-Ion,8/9/2021 06:39:35,8/9/2021 06:39:35
701,4,Samsung C110,"Released 2004, Q1","76g, 17mm thickness",Feature phone,"1.5MB storage, no card slot","1.5""","128x128 pixels, 5 lines",NO         ,No video recorder,&nbsp; ,,830 mAh ,Li-Ion,8/9/2021 06:39:37,8/9/2021 06:39:37
744,4,Samsung E610,"Released 2004, Q1","84g, 19.8mm thickness",Feature phone,No card slot,&nbsp;,"176x220 pixels, 6 lines",0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:41:17,8/9/2021 06:41:17
778,4,Samsung X120,"Released 2004, Q1","76g, 16mm thickness",Feature phone,No card slot,"1.8""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,830 mAh ,Li-Ion,8/9/2021 06:42:38,8/9/2021 06:42:38
779,4,Samsung X610,"Released 2004, Q1","76g, 11.8mm thickness",Feature phone,No card slot,"1.5""","128x128 pixels, 5 lines",0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:42:40,8/9/2021 06:42:40
786,4,Samsung i250,Cancelled,"130g, 26mm thickness",Microsoft Smartphone 2003,"32MB RAM storage, miniSD slot",&nbsp;,176x220 pixels,1 MP         ,No video recorder,32 MB RAM ,,780 mAh ,Li-Ion,8/9/2021 06:42:57,8/9/2021 06:42:57
804,4,Samsung E500,"Released 2006, May","77g, 21.9mm thickness",Feature phone,"60MB storage, no card slot","1.76""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:43:44,8/9/2021 06:43:44
811,4,Samsung E310,"Released 2004, Q1","90g, 23.4mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 7 lines",0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:44:01,8/9/2021 06:44:01
812,4,Samsung E330,"Released 2004, Q1","85g, 23.3mm thickness",Feature phone,No card slot,&nbsp;,128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:44:03,8/9/2021 06:44:03
813,4,Samsung i530,Cancelled,"145g, 27.5mm thickness",Palm 5.2,"32MB RAM storage, SD slot",&nbsp;,"162x176 pixels (324x352 support), 14 lines",1 MP         ,No video recorder,32 MB RAM ,,800 mAh ,Li-Ion,8/9/2021 06:44:05,8/9/2021 06:44:05
849,4,Samsung X460,"Released 2004, Q3","75g, 22.8mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 6 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:45:31,8/9/2021 06:45:31
879,4,Samsung D500,"Released 2004, Q4","99g, 23.5mm thickness",Feature phone,No card slot,"1.9""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:46:44,8/9/2021 06:46:44
896,4,Samsung C200,"Released 2004, Q4","69g, 19mm thickness",Feature phone,No card slot,"1.6""","128x128 pixels, 5 lines",NO         ,No video recorder,&nbsp; ,,700 mAh ,Li-Ion,8/9/2021 06:47:24,8/9/2021 06:47:24
911,4,Samsung E630,"Released 2004, Q4","79g, 22mm thickness",Feature phone,No card slot,"1.7""","128x160 pixels, 6 lines",0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:48:00,8/9/2021 06:48:00
942,4,Samsung E850,"Released 2004, Q4","85g, 23mm thickness",Feature phone,"9MB storage, no card slot","1.7""","128x160 pixels, 10 lines",0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:49:12,8/9/2021 06:49:12
980,4,Samsung D488,"Released 2004, Q4","95g, 24mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 7 lines",0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:50:41,8/9/2021 06:50:41
982,4,Samsung D428,"Released 2004, Q4","127g, 24mm thickness",Feature phone,No card slot,"2.2""","176x220 pixels, 7 lines",0.3 MP         ,No video recorder,&nbsp; ,,820 mAh ,Li-Ion,8/9/2021 06:50:46,8/9/2021 06:50:46
991,4,Samsung Z107,"Released 2004, Q4","115g, 25mm thickness",Feature phone,"32MB storage, no card slot",&nbsp;,"176x192  pixels, 8 lines",0.3 MP         ,No video recorder,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 06:51:07,8/9/2021 06:51:07
998,4,Samsung E720,"Released 2005, Q1","80g, 23.3mm thickness",Feature phone,"90MB storage, no card slot",&nbsp;,"176x220 pixels, 9 lines",1 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:51:23,8/9/2021 06:51:23
999,4,Samsung X480,"Released 2005, Q1","75g, 22mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 10 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:51:26,8/9/2021 06:51:26
1000,4,Samsung X640,"Released 2005, Q1","85g, 23mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 8 lines",0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:51:28,8/9/2021 06:51:28
1001,4,Samsung SCH-B100,"Released 2005, Q1","171g, 25mm thickness",Feature phone,MMC slot,&nbsp;,320x240 pixels,1.2 MP         ,240p,&nbsp; ,,1360 mAh ,Li-Ion,8/9/2021 06:51:30,8/9/2021 06:51:30
1025,4,Samsung E350,"Released 2005, Q1","78g, 21mm thickness",Feature phone,"40MB storage, no card slot","1.6""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:52:34,8/9/2021 06:52:34
1026,4,Samsung Z300,"Released 2005, Q1","115g, 25mm thickness",Feature phone,"50MB storage, microSD slot","2.0""",176x220 pixels,1 MP         ,Video recorder,&nbsp; ,,950 mAh ,Li-Ion,8/9/2021 06:52:37,8/9/2021 06:52:37
1027,4,Samsung Z500,"Released 2005, Q1","95g, 24.5mm thickness",Feature phone,"55MB storage, microSD slot",&nbsp;,176x220 pixels,1 MP         ,Video recorder,&nbsp; ,,960 mAh ,Li-Ion,8/9/2021 06:52:39,8/9/2021 06:52:39
1028,4,Samsung Z130,"Released 2005, Q1","120g, 22mm thickness",Feature phone,"55MB storage, no card slot",&nbsp;,176x220 pixels,1 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 06:52:41,8/9/2021 06:52:41
1029,4,Samsung D720,"Released 2005, Q1","115g, 23mm thickness","Symbian OS 7.0, Series 60 UI","18MB storage, MMC-micro slot","1.8""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:52:44,8/9/2021 06:52:44
1055,4,Samsung E340,"Released 2005, Q1","80g, 23.5mm thickness",Feature phone,"40MB storage, no card slot",&nbsp;,128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:53:48,8/9/2021 06:53:48
1057,4,Samsung Z110,"Released 2004, Q4","120g, 50mm thickness",Feature phone,"60MB storage, RS-MMC slot","2.2""",240x320 pixels,1 MP         ,Video recorder,&nbsp; ,,1300 mAh ,Li-Ion,8/9/2021 06:53:52,8/9/2021 06:53:52
1079,4,Samsung X140,"Released 2005, Q1","75g, 18.5mm thickness",Feature phone,No card slot,"1.5""","128x128 pixels, 5 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:54:51,8/9/2021 06:54:51
1080,4,Samsung D600,"Released 2005, Q1","103g, 21.5mm thickness",Feature phone,"72MB storage, microSD slot","2.0""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,950 mAh ,Li-Ion,8/9/2021 06:54:54,8/9/2021 06:54:54
1081,4,Samsung i300,"Released 2005, Q1","121g, 20mm thickness",Microsoft Windows Mobile 2003 SE Smartphone,"3GB storage, microSD slot","2.0""",240x320 pixels,1.3 MP         ,Video recorder,64 MB RAM ,,1000 mAh ,Li-Ion,8/9/2021 06:54:56,8/9/2021 06:54:56
1082,4,Samsung Z700,Cancelled,"125g, 26.5mm thickness",Feature phone,microSD slot,&nbsp;,320x240 pixels,3 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 06:54:58,8/9/2021 06:54:58
1090,4,Samsung P850,"Released 2005, Q1","120g, 26.5mm thickness",Feature phone,"73MB storage, microSD slot","2.12""",240x320 pixels,3 MP         ,144p,&nbsp; ,,950 mAh ,Li-Ion,8/9/2021 06:55:17,8/9/2021 06:55:17
